Iteration	Posterior	Likelihood	Prior	clado_demipoly	clado_fission	clado_fusion	clado_no_change	clado_polyploid	delta	eta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	gamma	rho	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	total_speciation	turnover
390	-434.9478	-447.4024	12.4546	0.01024651	0.008154936	0.004014119	0.199434	0.01024651	0.0365811	0.01373078	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.127419	0.06747376	0.01373078	0.199434	0.00815494	0.00401412	0.0102465	0.0102465	0.2320961	0.548994
400	-433.6642	-446.4932	12.82899	0.01638645	0.007089009	0.003530001	0.199434	0.01638645	0.03708556	0.005568868	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.120805	0.033696	0.005568868	0.199434	0.00708901	0.00353	0.0163864	0.0163864	0.2428259	0.4974978
410	-432.8222	-445.7179	12.89564	0.009803632	0.003144098	0.002338617	0.1830974	0.009803632	0.04541554	0.006250482	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.103573	0.04244564	0.006250482	0.183097	0.0031441	0.00233862	0.00980363	0.00980363	0.2081874	0.4974978
420	-434.2973	-447.6124	13.31508	0.00409197	0.0271091	0.004056178	0.1334778	0.00409197	0.0433888	0.008735481	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.102224	0.02585665	0.008735481	0.133478	0.0271091	0.00405618	0.00409197	0.00409197	0.1728271	0.5914818
430	-435.8413	-448.6125	12.77119	0.01081934	0.01320676	0.02743602	0.1840154	0.01081934	0.05892014	0.01175444	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.138187	0.003587665	0.01175444	0.184015	0.0132068	0.027436	0.0108193	0.0108193	0.2462969	0.5610577
440	-435.5047	-448.5279	13.02324	0.01584467	0.02610518	0.02485189	0.1840154	0.01584467	0.02794715	0.005441578	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.15835	0.002312983	0.005441578	0.184015	0.0261052	0.0248519	0.0158447	0.0158447	0.2666618	0.5938222
450	-434.7442	-447.5576	12.81335	0.003811766	0.02503366	0.003701342	0.202663	0.003811766	0.04053522	0.02062067	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.19046	0.009123514	0.02062067	0.202663	0.0250337	0.00370134	0.00381177	0.00381177	0.2390215	0.7968331
460	-434.2801	-447.1911	12.91105	0.007027782	0.008196879	0.02273942	0.202663	0.007027782	0.03068284	0.01361726	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.145923	0.01149237	0.01361726	0.202663	0.00819688	0.0227394	0.00702778	0.00702778	0.2476548	0.5892183
470	-433.1196	-446.6685	13.54889	0.006919304	0.01096906	0.01036432	0.1289264	0.006919304	0.04209037	0.01209125	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.0826529	0.01047905	0.01209125	0.128926	0.0109691	0.0103643	0.0069193	0.0069193	0.1640983	0.5036789
480	-432.3754	-445.2612	12.88576	0.0105974	0.008331012	0.002224942	0.203611	0.0105974	0.04003993	0.008383248	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.136496	0.02370938	0.008383248	0.203611	0.00833101	0.00222494	0.0105974	0.0105974	0.2353617	0.5799405
490	-436.7341	-449.973	13.23887	0.02164666	0.02853922	0.008892096	0.1265876	0.02164666	0.03966269	0.009505072	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.111441	0.02169445	0.009505072	0.126588	0.0285392	0.0088921	0.0216467	0.0216467	0.2073122	0.5375538
500	-433.3999	-446.6751	13.27526	0.00526703	0.02669667	0.01234488	0.1512996	0.00526703	0.02381912	0.008480593	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.0757796	0.02626712	0.008480593	0.1513	0.0266967	0.0123449	0.00526703	0.00526703	0.2008752	0.3772472
510	-437.4468	-449.3755	11.92868	0.015721	0.007206049	0.01644188	0.2839196	0.015721	0.04728163	0.006834496	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.247042	0.02794613	0.006834496	0.28392	0.00720605	0.0164419	0.015721	0.015721	0.3390096	0.7287163
520	-441.3868	-453.1959	11.80908	0.006270309	0.01571093	0.02615561	0.2185578	0.006270309	0.05879276	0.006267439	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.231919	0.07823392	0.006267439	0.218558	0.0157109	0.0261556	0.00627031	0.00627031	0.2729649	0.8496275
530	-433.4788	-446.3035	12.82474	0.0006580686	0.009692323	0.0002072545	0.2014261	0.0006580686	0.02828846	0.01326534	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.120836	0.04780758	0.01326534	0.201426	0.00969232	0.000207255	0.000658069	0.000658069	0.2126418	0.568263
540	-432.8782	-446.5261	13.64784	0.002503629	0.005102583	0.0006739501	0.1328882	0.002503629	0.02459119	0.01847489	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.0415616	0.02563989	0.01847489	0.132888	0.00510258	0.00067395	0.00250363	0.00250363	0.143672	0.2892809
550	-432.9595	-445.9868	13.02733	0.008271472	0.007632476	0.00498994	0.2040644	0.008271472	0.03499039	0.009050143	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.171052	0.01376625	0.009050143	0.204064	0.00763248	0.00498994	0.00827147	0.00827147	0.2332297	0.7334053
560	-435.1373	-448.5466	13.40933	0.006359823	0.04642644	0.003752524	0.1309472	0.006359823	0.02614391	0.01719902	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.128404	0.008887923	0.01719902	0.130947	0.0464264	0.00375252	0.00635982	0.00635982	0.1938458	0.6624025
570	-435.7581	-448.183	12.42493	0.007169676	0.02542382	0.009823422	0.2228081	0.007169676	0.06461879	0.007759081	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.154823	0.01061044	0.007759081	0.222808	0.0254238	0.00982342	0.00716968	0.00716968	0.2723947	0.5683767
580	-433.0944	-446.4356	13.34125	0.00726023	0.01736036	0.01128062	0.1399192	0.00726023	0.01953838	0.01418286	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.0495536	0.03547399	0.01418286	0.139919	0.0173604	0.0112806	0.00726023	0.00726023	0.1830806	0.2706657
590	-435.6294	-448.9808	13.35142	0.003833969	0.03628508	0.001474254	0.1217512	0.003833969	0.01940465	0.01811582	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742	0.04151998	0.01811582	0.121751	0.0362851	0.00147425	0.00383397	0.00383397	0.1671784	0.1479976
600	-435.7971	-449.1947	13.39759	0.006777506	0.03927466	0.0008838249	0.1380259	0.006777506	0.01248352	0.00603085	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.0872319	0.03708846	0.00603085	0.138026	0.0392747	0.000883825	0.00677751	0.00677751	0.1917394	0.4549503
610	-437.2504	-450.5636	13.31325	0.007557896	0.03275982	0.01166867	0.1612903	0.007557896	0.02179833	0.002121337	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.161988	0.01546503	0.002121337	0.16129	0.0327598	0.0116687	0.0075579	0.0075579	0.2208345	0.7335278
620	-437.566	-450.3291	12.76304	0.01223054	0.0281743	0.007483249	0.1612903	0.01223054	0.04670963	0.001089974	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.127461	0.05017428	0.001089974	0.16129	0.0281743	0.00748325	0.0122305	0.0122305	0.2214089	0.5756825
630	-434.7579	-447.8569	13.09903	0.02129462	0.01076972	0.01176137	0.1612903	0.02129462	0.04186863	0.003612304	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.118365	0.02243068	0.003612304	0.16129	0.0107697	0.0117614	0.0212946	0.0212946	0.2264106	0.5227913
640	-435.4574	-448.6223	13.16497	0.00464893	0.03877261	0.01743879	0.1612903	0.00464893	0.01116127	0.008235125	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.145664	0.02709001	0.008235125	0.16129	0.0387726	0.0174388	0.00464893	0.00464893	0.2267995	0.6422594
650	-435.5423	-448.3627	12.82039	0.009660471	0.02049671	0.01632527	0.1847046	0.009660471	0.01763456	0.006457191	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.110985	0.04898576	0.006457191	0.184705	0.0204967	0.0163253	0.00966047	0.00966047	0.2408476	0.4608086
660	-438.3918	-452.1934	13.80159	0.00334228	0.01782142	0.02040535	0.08309444	0.00334228	0.005638794	0.01067812	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.012069	0.05138351	0.01067812	0.0830944	0.0178214	0.0204054	0.00334228	0.00334228	0.1280058	0.09428501
670	-434.9882	-448.3502	13.36205	0.003935374	0.01991597	0.003798037	0.1530608	0.003935374	0.009266027	0.01687851	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.128255	0.03671321	0.01687851	0.153061	0.019916	0.00379804	0.00393537	0.00393537	0.1846455	0.6946
680	-436.0218	-449.1554	13.13364	0.001009965	0.001212688	0.01869064	0.1530608	0.001009965	0.04591418	0.02018663	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.103607	0.02546282	0.02018663	0.153061	0.00121269	0.0186906	0.00100996	0.00100996	0.174984	0.592092
690	-433.5073	-446.909	13.40164	0.0004086641	0.0212017	0.004259502	0.1585976	0.0004086641	0.02031682	0.02296975	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.113749	0.01234122	0.02296975	0.158598	0.0212017	0.0042595	0.000408664	0.000408664	0.1848761	0.6152736
700	-434.3392	-447.1942	12.85508	0.01134812	0.00122428	0.02497987	0.1904967	0.01134812	0.01882489	0.01160222	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.152204	0.04191381	0.01160222	0.190497	0.00122428	0.0249799	0.0113481	0.0113481	0.2393971	0.6357788
710	-437.8491	-450.2163	12.36719	0.006128104	0.03944288	0.02407252	0.2467311	0.006128104	0.01648437	0.006066224	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.259642	0.02168014	0.006066224	0.246731	0.0394429	0.0240725	0.0061281	0.0061281	0.3225027	0.8050846
720	-438.6053	-450.7141	12.10889	0.02204997	0.0008774196	0.02531899	0.2704766	0.02204997	0.01963245	0.009716007	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.274351	0.03866692	0.009716007	0.270477	0.00087742	0.025319	0.02205	0.02205	0.3407729	0.8050846
730	-434.6384	-447.5713	12.9329	0.00048958	0.004058189	0.003367262	0.1821263	0.00048958	0.0200863	0.0208162	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.0553678	0.05674633	0.0208162	0.182126	0.00405819	0.00336726	0.00048958	0.00048958	0.1905309	0.2905973
740	-432.7837	-446.1628	13.37906	0.002182788	0.01282531	0.0009304303	0.1706908	0.002182788	0.01908983	0.02002024	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.105439	0.01689356	0.02002024	0.170691	0.0128253	0.00093043	0.00218279	0.00218279	0.1888121	0.5584327
750	-433.9854	-447.1874	13.20194	0.01191887	0.008173635	0.01609444	0.1450993	0.01191887	0.05263792	0.009832839	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.087599	0.01589653	0.009832839	0.145099	0.00817364	0.0160944	0.0119189	0.0119189	0.1932051	0.4533991
760	-436.3689	-449.4689	13.1	0.008780318	0.02893466	0.01272648	0.1450993	0.008780318	0.0434744	0.01596488	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.154801	0.0167122	0.01596488	0.145099	0.0289347	0.0127265	0.00878032	0.00878032	0.2043211	0.7576363
770	-431.4385	-444.7567	13.31817	0.007539839	0.01012492	0.006831877	0.1704159	0.007539839	0.02476722	0.009972082	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.08113	0.02014145	0.009972082	0.170416	0.0101249	0.00683188	0.00753984	0.00753984	0.2024524	0.4007365
780	-432.753	-446.2013	13.44823	0.01090787	0.01791285	0.01353336	0.1556685	0.01090787	0.01111875	0.01132754	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.120901	0.01672146	0.01132754	0.155669	0.0179129	0.0135334	0.0109079	0.0109079	0.2089305	0.5786675
790	-438.1114	-450.111	11.99959	0.004018707	0.006792492	0.01813854	0.295617	0.004018707	0.006414479	0.02200347	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.280794	0.04544021	0.02200347	0.295617	0.00679249	0.0181385	0.00401871	0.00401871	0.3285854	0.8545529
800	-437.42	-449.4557	12.03572	0.004398664	0.01858151	0.009607005	0.2877908	0.004398664	0.007629331	0.01759747	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.252062	0.04866464	0.01759747	0.287791	0.0185815	0.00960701	0.00439866	0.00439866	0.3247766	0.7761091
