Iteration	Posterior	Likelihood	Prior	clado_demipoly	clado_fission	clado_fusion	clado_no_change	clado_polyploid	delta	eta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	gamma	rho	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	total_speciation	turnover
31250	-436.8377	-449.6046	12.76691	0.02105998	0.02465535	0.01050797	0.1642179	0.02105998	0.05341361	0.005352793	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.172663	0.02901505	0.005352793	0.164218	0.0246553	0.010508	0.02106	0.02106	0.2415012	0.7149578
31260	-433.2329	-446.7269	13.49397	0.01853192	0.009124967	0.005226474	0.1544736	0.01853192	0.02150008	0.005555049	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.0724557	0.01682459	0.005555049	0.154474	0.00912497	0.00522647	0.0185319	0.0185319	0.2058889	0.3519166
31270	-434.3135	-447.48	13.16649	0.001926904	0.0002121098	0.0102645	0.144817	0.001926904	0.04404614	0.01328222	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.079051	0.04553664	0.01328222	0.144817	0.00021211	0.0102645	0.0019269	0.0019269	0.1591475	0.4967157
31280	-433.9681	-447.2386	13.2705	0.006635297	0.01873266	0.008503944	0.144817	0.006635297	0.03851494	0.02022188	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.0543391	0.01503562	0.02022188	0.144817	0.0187327	0.00850394	0.0066353	0.0066353	0.1853242	0.2932111
31290	-433.5631	-446.7217	13.15867	0.003694849	0.002600019	0.01224418	0.1991954	0.003694849	0.02602599	0.01021633	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.147976	0.01471924	0.01021633	0.199195	0.00260002	0.0122442	0.00369485	0.00369485	0.2214293	0.668278
31300	-434.7095	-447.4057	12.69621	0.01169707	0.01952371	0.02162292	0.1991954	0.01169707	0.02701975	0.01052843	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.183889	0.02979318	0.01052843	0.199195	0.0195237	0.0216229	0.0116971	0.0116971	0.2637361	0.6972467
31310	-437.6841	-449.8485	12.16444	0.01871549	0.02642965	0.001711775	0.2218988	0.01871549	0.05296312	0.01185693	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.177675	0.04114424	0.01185693	0.221899	0.0264297	0.00171177	0.0187155	0.0187155	0.2874712	0.6180618
31320	-435.6758	-449.1823	13.50643	0.002600017	0.003664975	0.01730633	0.1507654	0.002600017	0.02859883	0.006008281	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.038262	0.01936234	0.006008281	0.150765	0.00366498	0.0173063	0.00260002	0.00260002	0.1769368	0.2162466
31330	-434.2503	-447.3104	13.06006	0.008749696	0.02046109	0.01276556	0.1507654	0.008749696	0.02070066	0.01436553	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.090435	0.04751567	0.01436553	0.150765	0.0204611	0.0127656	0.0087497	0.0087497	0.2014915	0.4488278
31340	-436.51	-449.5048	12.99476	0.01386633	0.00772901	0.02710042	0.1507654	0.01386633	0.05567574	0.01230531	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.123368	0.01528098	0.01230531	0.150765	0.00772901	0.0271004	0.0138663	0.0138663	0.2133275	0.5783034
31350	-433.8152	-447.34	13.52475	0.003114226	0.01584444	0.001110399	0.1179171	0.003114226	0.02905278	0.02033138	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.0277959	0.03440086	0.02033138	0.117917	0.0158444	0.0011104	0.00311423	0.00311423	0.1411004	0.1969941
31360	-435.4696	-448.8963	13.42667	0.00547166	0.01714109	7.281383e-05	0.1179171	0.00547166	0.05552361	0.01333915	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.0901487	0.02245182	0.01333915	0.117917	0.0171411	7.28138e-05	0.00547166	0.00547166	0.1460743	0.6171423
31370	-433.1005	-446.4446	13.3441	0.009099131	0.0114265	0.003586529	0.1208949	0.009099131	0.05179296	0.009487782	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.0467285	0.03445712	0.009487782	0.120895	0.0114265	0.00358653	0.00909913	0.00909913	0.1541062	0.3032225
31380	-433.2906	-447.1145	13.82385	0.0004138131	0.005921938	0.004413775	0.1208949	0.0004138131	0.0277892	0.01682892	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0245995	0.0147782	0.01682892	0.120895	0.00592194	0.00441377	0.000413813	0.000413813	0.1320583	0.1862776
31390	-432.9532	-445.9808	13.02767	0.009841108	0.005445206	0.003367931	0.1718574	0.009841108	0.0409454	0.0147071	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.110319	0.0321104	0.0147071	0.171857	0.00544521	0.00336793	0.00984111	0.00984111	0.2003527	0.550625
31400	-433.7267	-446.7159	12.98919	0.004091742	0.02884709	0.01626104	0.1796582	0.004091742	0.02316576	0.01109792	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.116585	0.02396114	0.01109792	0.179658	0.0288471	0.016261	0.00409174	0.00409174	0.2329498	0.5004706
31410	-436.4579	-448.9687	12.51088	0.003636075	0.006924792	0.009829974	0.2224501	0.003636075	0.0133982	0.02234764	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.11432	0.05813641	0.02234764	0.22245	0.00692479	0.00982997	0.00363607	0.00363607	0.246477	0.4638162
31420	-442.9761	-456.1955	13.21937	0.004474656	0.01945117	0.04960749	0.1221924	0.004474656	0.01422466	0.008637575	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.00119787	0.0411912	0.008637575	0.122192	0.0194512	0.0496075	0.00447466	0.00447466	0.2002003	0.005983338
31430	-439.6441	-452.7041	13.05999	0.002781059	0.009559224	0.04912765	0.1217482	0.002781059	0.03957982	0.01184257	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.105196	0.03946042	0.01184257	0.121748	0.00955922	0.0491277	0.00278106	0.00278106	0.1859972	0.5655806
31440	-434.7491	-447.7063	12.95724	0.004061813	0.02584651	0.001725574	0.1510907	0.004061813	0.06430997	0.01216131	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.0346542	0.02511434	0.01216131	0.151091	0.0258465	0.00172557	0.00406181	0.00406181	0.1867864	0.1855284
31450	-434.8671	-448.6969	13.82979	0.01178756	0.004781406	0.005832876	0.1231228	0.01178756	0.01266325	0.01723584	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.0614286	0.01681901	0.01723584	0.123123	0.00478141	0.00583288	0.0117876	0.0117876	0.1573122	0.3904883
31460	-437.4636	-450.7605	13.29687	0.006406933	0.03365592	0.0184598	0.1231228	0.006406933	0.007213899	0.01129347	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0371586	0.0500549	0.01129347	0.123123	0.0336559	0.0184598	0.00640693	0.00640693	0.1880524	0.197597
31470	-434.6169	-448.1789	13.56195	0.00844503	0.0212772	0.01120265	0.1216587	0.00844503	0.01006506	0.01516138	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.0903565	0.03342323	0.01516138	0.121659	0.0212772	0.0112026	0.00844503	0.00844503	0.1710286	0.5283123
31480	-433.586	-446.6536	13.06762	0.005541645	0.005532822	0.004479992	0.1966582	0.005541645	0.01129829	0.008893498	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.109191	0.04468177	0.008893498	0.196658	0.00553282	0.00447999	0.00554165	0.00554165	0.2177543	0.5014393
31490	-434.9907	-447.6236	12.63295	0.01349555	0.003976947	0.0008486768	0.1854205	0.01349555	0.02968731	0.01030766	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.124663	0.07572104	0.01030766	0.18542	0.00397695	0.000848677	0.0134956	0.0134956	0.2172372	0.5738581
31500	-434.3345	-447.2024	12.86788	0.01480818	0.01094592	0.003602671	0.2088278	0.01480818	0.02190532	0.01106748	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.196052	0.02926326	0.01106748	0.208828	0.0109459	0.00360267	0.0148082	0.0148082	0.2529928	0.77493
31510	-432.418	-445.3566	12.93864	0.004658369	0.01198231	0.0005081069	0.2052158	0.004658369	0.04499205	0.01289413	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.141432	0.01104724	0.01289413	0.205216	0.0119823	0.000508107	0.00465837	0.00465837	0.2270229	0.6229866
31520	-435.2231	-448.1176	12.89451	0.004128196	0.04444541	0.01055755	0.1829089	0.004128196	0.01845328	0.02126521	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.145379	0.01649787	0.02126521	0.182909	0.0444454	0.0105576	0.0041282	0.0041282	0.2461682	0.5905674
31530	-434.6249	-447.4178	12.79284	0.001950547	0.02603242	0.01941049	0.2021583	0.001950547	0.02220512	0.01305886	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.127396	0.024579	0.01305886	0.202158	0.0260324	0.0194105	0.00195055	0.00195055	0.2515023	0.5065414
31540	-432.1584	-445.2804	13.12204	0.009236232	0.005241702	0.006556755	0.1681201	0.009236232	0.03588318	0.00711037	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.104248	0.03651325	0.00711037	0.16812	0.0052417	0.00655675	0.00923623	0.00923623	0.198391	0.5254678
31550	-434.0406	-447.0932	13.05262	0.007309561	0.007815002	0.02780418	0.1681201	0.007309561	0.02096687	0.008262901	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.119248	0.03815736	0.008262901	0.16812	0.007815	0.0278042	0.00730956	0.00730956	0.2183584	0.5461128
31560	-433.6918	-447.2539	13.56212	0.004218702	0.006540797	0.003932811	0.1071559	0.004218702	0.03081494	0.01385	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.00902465	0.04943293	0.01385	0.107156	0.0065408	0.00393281	0.0042187	0.0042187	0.1260669	0.0715862
31570	-433.9771	-447.9336	13.95648	0.00443704	0.01420429	0.006655663	0.1071559	0.00443704	0.008800951	0.008260651	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.000159785	0.02836811	0.008260651	0.107156	0.0142043	0.00665566	0.00443704	0.00443704	0.1368899	0.001167252
31580	-433.277	-446.7978	13.52082	0.003063392	0.01420429	0.008814715	0.1157267	0.003063392	0.03189995	0.0162702	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.02107	0.03267908	0.0162702	0.115727	0.0142043	0.00881472	0.00306339	0.00306339	0.1448725	0.1454385
31590	-432.3862	-446.2469	13.86069	0.002384028	0.0222431	0.006317664	0.1183632	0.002384028	0.02177095	0.009793029	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.0497472	0.00877031	0.009793029	0.118363	0.0222431	0.00631766	0.00238403	0.00238403	0.151692	0.3279489
31600	-432.4895	-445.9752	13.48575	0.01268469	0.01902636	0.005498199	0.1394331	0.01268469	0.02856232	0.01103462	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.0532771	0.01443304	0.01103462	0.139433	0.0190264	0.0054982	0.0126847	0.0126847	0.189327	0.2814024
31610	-432.3349	-445.8709	13.53592	0.005894759	0.008680959	0.008569799	0.1394331	0.005894759	0.01546885	0.009946115	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.0833808	0.03584166	0.009946115	0.139433	0.00868096	0.0085698	0.00589476	0.00589476	0.1684734	0.4949199
31620	-431.8162	-445.383	13.56678	0.0110343	0.02021141	0.004291323	0.1394331	0.0110343	0.02754639	0.006960154	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.0634776	0.01287572	0.006960154	0.139433	0.0202114	0.00429132	0.0110343	0.0110343	0.1860044	0.3412691
31630	-433.957	-447.5768	13.61982	0.001591575	0.004326111	0.004919848	0.1306566	0.001591575	0.04653724	0.01349121	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.0515804	0.01119577	0.01349121	0.130657	0.00432611	0.00491985	0.00159157	0.00159157	0.1430857	0.3604864
31640	-434.6674	-447.8525	13.18505	0.009230606	0.001635363	0.007184935	0.1431645	0.009230606	0.05287414	0.01750568	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.0581976	0.02715137	0.01750568	0.143165	0.00163536	0.00718494	0.00923061	0.00923061	0.170446	0.341443
31650	-434.4989	-447.7776	13.27866	0.001696803	0.003542574	0.008347982	0.1713885	0.001696803	0.02828659	0.02377826	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.0733738	0.01541813	0.02377826	0.171389	0.00354257	0.00834798	0.0016968	0.0016968	0.1866727	0.393061
31660	-436.0601	-448.6164	12.55625	0.001226308	0.02751921	0.02707894	0.2212148	0.001226308	0.008839966	0.01422472	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.186923	0.03650655	0.01422472	0.221215	0.0275192	0.0270789	0.00122631	0.00122631	0.2782656	0.671743
