#Nodes with GAIN events with expectation above 0.5
L_gallicum: 0.981786
N20: 0.703484
L_flavum: 0.930162
N21: 0.733811
L_vernale: 0.869369
N36: 0.913922
L_aroanium1: 0.643627
N56: 0.788264
Re_indica: 1.523
Total number of gain events: 13.7216
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
L_nodiflorum: 0.824403
L_corymbulosum: 0.918381
L_catharticum: 1.05572
S_digynum: 2.83406
L_nervosum: 0.836185
L_grandiflorum: 0.827309
N58: 0.983977
Re_indica: 1.20651
Total number of loss events: 14.4071
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99988
N28: 0.918483
L_littorale: 1.00214
L_macraei: 1
L_rupestre: 0.897633
He_micranthum: 0.946378
L_aroanium1: 0.513174
Total number of duplication events: 8.25693
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N12: 0.952991
L_kingii: 0.965412
L_vernale: 0.847259
N36: 0.940954
N54: 0.552757
L_hologynum: 0.925886
Total number of demi-dulications events: 7.37471
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
L_corymbiferum	0.453346	0.486886	0.00267969	0.0356194
L_gallicum	1.4446	0.478145	0.00267969	0.0356194
L_strictum	0.46313	0.49667	0.00267969	0.0356194
L_setaceum	0.435393	0.468782	0.00267258	0.0355826
L_suffruticosum1	0.432119	0.465525	2.00255	0.0355827
L_tenuifolium1	0.432589	0.465978	0.00267258	0.0355827
L_album	0.801311	0.643163	0.0147109	1.01914
L_mucronatum1	0.801311	0.643163	0.0147109	1.01914
L_arboreum	0.860092	0.701951	0.014711	1.01914
L_elegans	0.860092	0.701951	0.014711	1.01914
L_campanulatum	0.860794	0.702654	0.014711	1.01914
L_capitatum	0.911713	0.753573	0.014711	1.01914
L_gyaricum	1.79416	0.636037	0.014711	1.01914
L_tauricum	1.79416	0.636037	0.014711	1.01914
L_flavum	1.78788	0.629742	0.0147113	1.01914
L_nodiflorum	0.626588	1.44131	0.0147844	1.0191
L_corymbulosum	1.35428	1.40747	0.00268839	0.0415889
L_trigynum	1.4359	0.489094	0.00268839	0.0415889
L_tenue1	1.39872	0.451919	0.00268842	0.04159
L_maritimum	1.40426	0.457947	0.00269143	0.0417413
L_catharticum	0.415902	1.45347	0.00267202	0.0367288
C_selaginoides	0.486822	0.524487	1.00194	0.0381751
L_littorale	0.483207	0.523459	2.0022	0.0376568
L_macraei	0.447029	0.484247	2.00224	0.0375779
L_prostratum	0.446001	0.483219	1.00224	0.0375779
L_oligophyllum	0.450426	0.487644	1.00224	0.0375779
L_kingii	0.450721	0.561961	0.00613765	1.03292
L_rupestre	0.539184	0.556976	0.959782	0.109459
L_vernale	1.33781	0.756317	0.11781	0.923257
L_striatum	0.447441	0.484304	0.0026749	0.0367389
He_micranthum	0.555842	0.6436	0.949051	0.153017
S_digynum	0.415526	3.43124	0.00267329	0.0350409
L_acuticarpum	1.33857	0.544696	0.0600183	0.978935
L_gracile	1.33857	0.544696	0.0600183	0.978935
L_heterostylum	1.34422	0.550341	0.0600183	0.978935
L_africanum	1.34683	0.552957	0.0600183	0.978935
L_comptonii	1.34933	0.55545	0.0600202	0.978934
Ra_linoides	0.484916	0.51966	0.00268721	0.0359928
L_alpinum	0.494023	0.516844	0.00230679	0.0330016
L_punctatum1	0.494023	0.516844	0.00230679	0.0330016
L_perenne	0.494449	0.517271	0.00230679	0.0330016
L_lewisii	0.495481	0.518303	0.00230679	0.0330016
L_leonii	0.497339	0.520161	0.00230679	0.0330016
L_austr_mauritanicum	0.496745	0.519566	0.00230679	0.0330016
L_austriacum	0.496745	0.519566	0.00230679	0.0330016
L_pallescens	0.499575	0.522397	0.00230679	0.0330016
L_pycnophyllum	0.501279	0.524101	0.00230679	0.0330016
L_aroanium1	1.31813	0.814217	0.863924	0.196203
L_nervosum	1.0904	1.5404	0.392179	0.65175
L_bienne	1.43935	0.549106	0.0681025	0.965741
L_usitatissimum	1.43935	0.549106	0.0681025	0.965741
L_hologynum	0.854475	0.771325	0.160875	1.77797
L_narbonense	0.655855	0.724702	0.0739174	0.957514
L_decumbens1	0.616912	0.639107	0.00229494	0.0329567
L_grandiflorum	0.418062	1.43539	0.00229444	0.0314174
L_stelleroides	0.628061	0.698811	0.00282791	0.0463497
L_hirsutum	0.259108	1.26354	0.00223365	0.0272023
L_seljukorum	0.259108	1.26354	0.00223365	0.0272023
L_viscosum	0.267212	1.27165	0.0022338	0.027204
L_pubescens	0.283904	1.28845	0.0022395	0.0272322
Re_indica	1.523	1.20651	0.0257098	0.409372
