#Nodes with GAIN events with expectation above 0.5
L_gallicum: 0.982774
L_gyaricum: 0.993846
N21: 0.745717
L_vernale: 0.918776
N36: 0.929543
L_nervosum: 0.635971
N56: 0.821084
L_stelleroides: 0.523835
Re_indica: 1.54855
Total number of gain events: 12.4462
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
L_nodiflorum: 0.815129
L_corymbulosum: 0.909392
L_catharticum: 1.05175
S_digynum: 2.83362
L_grandiflorum: 0.804744
N58: 0.97636
Re_indica: 1.11324
Total number of loss events: 12.9907
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99985
N28: 0.928515
L_littorale: 1.00169
L_macraei: 1
L_rupestre: 0.962823
He_micranthum: 0.943353
L_aroanium1: 0.78679
Total number of duplication events: 8.26659
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N12: 0.950663
L_kingii: 0.987596
L_vernale: 0.930217
N36: 0.955383
L_nervosum: 0.783025
N54: 0.595374
L_hologynum: 0.963615
Total number of demi-dulications events: 7.65628
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
L_heterostylum	1.45116	0.535937	0.046152	0.998716
L_africanum	1.4532	0.537976	0.046152	0.998716
L_comptonii	1.45483	0.539604	0.0461529	0.998723
Ra_linoides	0.596676	0.55659	0.0036365	0.0414784
L_alpinum	0.584849	0.540363	0.00329933	0.040814
L_punctatum1	0.584849	0.540363	0.00329933	0.040814
L_perenne	0.584968	0.540483	0.00329933	0.040814
L_lewisii	0.585903	0.541418	0.00329933	0.040814
L_leonii	0.587408	0.542923	0.00329933	0.040814
L_austr_mauritanicum	0.58639	0.541904	0.00329933	0.040814
L_austriacum	0.58639	0.541904	0.00329933	0.040814
L_pallescens	0.588662	0.544177	0.00329933	0.040814
L_pycnophyllum	0.590851	0.546369	0.00329934	0.0408151
L_aroanium1	0.952352	0.744561	0.953772	0.106024
L_nervosum	1.35292	0.957134	0.178584	0.869202
L_bienne	1.4853	0.528597	0.0722601	0.968123
L_usitatissimum	1.4853	0.528597	0.0722601	0.968123
L_hologynum	0.758847	0.683501	0.130318	1.85113
L_narbonense	0.651718	0.681236	0.083365	0.954704
L_decumbens1	0.739894	0.696876	0.00322109	0.0415653
L_grandiflorum	0.521415	1.46794	0.00321756	0.0380962
L_stelleroides	0.745092	0.758327	0.00400595	0.0577163
L_hirsutum	0.36476	1.28683	0.00344159	0.0298587
L_seljukorum	0.36476	1.28683	0.00344159	0.0298587
L_viscosum	0.378171	1.30023	0.00344172	0.0298555
L_pubescens	0.399991	1.32341	0.00344678	0.0303051
Re_indica	1.54855	1.11324	0.0299923	0.398386
